wheel-base,length,width,curb-weight,num-of-cylinders,engine-size,bore,horsepower,city-mpg,highway-mpg,price,wheel-base,length,width,curb-weight,num-of-cylinders,engine-size,bore,horsepower,city-mpg,highway-mpg,price,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,fuel-system_1bbl,fuel-system_2bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
98.4,176.2,65.6,2540,4.0,146,3.62,116.0,24,30,8449.0,98.4,176.2,65.6,2540,4.0,146,3.62,116.0,24,30,8449.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
98.4,176.2,65.6,2536,4.0,146,3.62,116.0,24,30,9639.0,98.4,176.2,65.6,2536,4.0,146,3.62,116.0,24,30,9639.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
98.4,176.2,65.6,2551,4.0,146,3.62,116.0,24,30,9989.0,98.4,176.2,65.6,2551,4.0,146,3.62,116.0,24,30,9989.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
98.4,176.2,65.6,2679,4.0,146,3.62,116.0,24,30,11199.0,98.4,176.2,65.6,2679,4.0,146,3.62,116.0,24,30,11199.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
98.4,176.2,65.6,2714,4.0,146,3.62,116.0,24,30,11549.0,98.4,176.2,65.6,2714,4.0,146,3.62,116.0,24,30,11549.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
98.4,176.2,65.6,2975,4.0,146,3.62,116.0,24,30,17669.0,98.4,176.2,65.6,2975,4.0,146,3.62,116.0,24,30,17669.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
102.4,175.6,66.5,2326,4.0,122,3.31,92.0,29,34,8948.0,102.4,175.6,66.5,2326,4.0,122,3.31,92.0,29,34,8948.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
102.4,175.6,66.5,2480,4.0,110,3.27,73.0,30,33,10698.0,102.4,175.6,66.5,2480,4.0,110,3.27,73.0,30,33,10698.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
102.4,175.6,66.5,2414,4.0,122,3.31,92.0,27,32,9988.0,102.4,175.6,66.5,2414,4.0,122,3.31,92.0,27,32,9988.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
102.4,175.6,66.5,2414,4.0,122,3.31,92.0,27,32,10898.0,102.4,175.6,66.5,2414,4.0,122,3.31,92.0,27,32,10898.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
102.4,175.6,66.5,2458,4.0,122,3.31,92.0,27,32,11248.0,102.4,175.6,66.5,2458,4.0,122,3.31,92.0,27,32,11248.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
102.9,183.5,67.7,2976,6.0,171,3.27,161.0,20,24,16558.0,102.9,183.5,67.7,2976,6.0,171,3.27,161.0,20,24,16558.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
102.9,183.5,67.7,3016,6.0,171,3.27,161.0,19,24,15998.0,102.9,183.5,67.7,3016,6.0,171,3.27,161.0,19,24,15998.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
104.5,187.8,66.5,3131,6.0,171,3.27,156.0,20,24,15690.0,104.5,187.8,66.5,3131,6.0,171,3.27,156.0,20,24,15690.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
104.5,187.8,66.5,3151,6.0,161,3.27,156.0,19,24,15750.0,104.5,187.8,66.5,3151,6.0,161,3.27,156.0,19,24,15750.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
97.3,171.7,65.5,2261,4.0,97,3.01,52.0,37,46,7775.0,97.3,171.7,65.5,2261,4.0,97,3.01,52.0,37,46,7775.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
97.3,171.7,65.5,2209,4.0,109,3.19,85.0,27,34,7975.0,97.3,171.7,65.5,2209,4.0,109,3.19,85.0,27,34,7975.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
97.3,171.7,65.5,2264,4.0,97,3.01,52.0,37,46,7995.0,97.3,171.7,65.5,2264,4.0,97,3.01,52.0,37,46,7995.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
97.3,171.7,65.5,2212,4.0,109,3.19,85.0,27,34,8195.0,97.3,171.7,65.5,2212,4.0,109,3.19,85.0,27,34,8195.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
97.3,171.7,65.5,2275,4.0,109,3.19,85.0,27,34,8495.0,97.3,171.7,65.5,2275,4.0,109,3.19,85.0,27,34,8495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
97.3,171.7,65.5,2319,4.0,97,3.01,68.0,37,42,9495.0,97.3,171.7,65.5,2319,4.0,97,3.01,68.0,37,42,9495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
97.3,171.7,65.5,2300,4.0,109,3.19,100.0,26,32,9995.0,97.3,171.7,65.5,2300,4.0,109,3.19,100.0,26,32,9995.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
94.5,159.3,64.2,2254,4.0,109,3.19,90.0,24,29,11595.0,94.5,159.3,64.2,2254,4.0,109,3.19,90.0,24,29,11595.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
94.5,165.7,64.0,2221,4.0,109,3.19,90.0,24,29,9980.0,94.5,165.7,64.0,2221,4.0,109,3.19,90.0,24,29,9980.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
100.4,180.2,66.9,2661,5.0,136,3.19,110.0,19,24,13295.0,100.4,180.2,66.9,2661,5.0,136,3.19,110.0,19,24,13295.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
100.4,180.2,66.9,2579,4.0,97,3.01,68.0,33,38,13845.0,100.4,180.2,66.9,2579,4.0,97,3.01,68.0,33,38,13845.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
100.4,183.1,66.9,2563,4.0,109,3.19,88.0,25,31,12290.0,100.4,183.1,66.9,2563,4.0,109,3.19,88.0,25,31,12290.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
104.3,188.8,67.2,2912,4.0,141,3.78,114.0,23,28,12940.0,104.3,188.8,67.2,2912,4.0,141,3.78,114.0,23,28,12940.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
104.3,188.8,67.2,3034,4.0,141,3.78,114.0,23,28,13415.0,104.3,188.8,67.2,3034,4.0,141,3.78,114.0,23,28,13415.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
104.3,188.8,67.2,2935,4.0,141,3.78,114.0,24,28,15985.0,104.3,188.8,67.2,2935,4.0,141,3.78,114.0,24,28,15985.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
104.3,188.8,67.2,3042,4.0,141,3.78,114.0,24,28,16515.0,104.3,188.8,67.2,3042,4.0,141,3.78,114.0,24,28,16515.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
104.3,188.8,67.2,3045,4.0,130,3.62,162.0,17,22,18420.0,104.3,188.8,67.2,3045,4.0,130,3.62,162.0,17,22,18420.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
104.3,188.8,67.2,3157,4.0,130,3.62,162.0,17,22,18950.0,104.3,188.8,67.2,3157,4.0,130,3.62,162.0,17,22,18950.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
109.1,188.8,68.9,2952,4.0,141,3.78,114.0,23,28,16845.0,109.1,188.8,68.9,2952,4.0,141,3.78,114.0,23,28,16845.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
109.1,188.8,68.8,3049,4.0,141,3.78,160.0,19,25,19045.0,109.1,188.8,68.8,3049,4.0,141,3.78,160.0,19,25,19045.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
109.1,188.8,68.9,3012,6.0,173,3.58,134.0,18,23,21485.0,109.1,188.8,68.9,3012,6.0,173,3.58,134.0,18,23,21485.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
109.1,188.8,68.9,3217,6.0,145,3.01,106.0,26,27,22470.0,109.1,188.8,68.9,3217,6.0,145,3.01,106.0,26,27,22470.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
109.1,188.8,68.9,3062,4.0,141,3.78,114.0,19,25,22625.0,109.1,188.8,68.9,3062,4.0,141,3.78,114.0,19,25,22625.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
